SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),NOP @ GSW,NOP,GSW,"Tuesday, October 27",2,https://videos.nba.com/nba/pbp/media/2015/10/27/0021500003/195/bb8ee220-cf38-31de-3e67-96254efb4088_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:1),NOP @ GSW,NOP,GSW,"Tuesday, October 27",2,https://videos.nba.com/nba/pbp/media/2015/10/27/0021500003/220/ac67993a-c1dc-27b2-d0b5-af7b343390bf_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:3 Def:2),NOP @ GSW,NOP,GSW,"Tuesday, October 27",3,https://videos.nba.com/nba/pbp/media/2015/10/27/0021500003/396/0be823dc-40e5-4b70-63f0-6a1b6f4ed6f8_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),MEM @ GSW,MEM,GSW,"Monday, November 2",2,https://videos.nba.com/nba/pbp/media/2015/11/02/0021500051/224/0bd8b6dc-9d3f-9b63-9ac2-fd057e4bf5ed_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:2),GSW @ SAC,GSW,SAC,"Saturday, November 7",1,https://videos.nba.com/nba/pbp/media/2015/11/07/0021500092/98/7b6cfa22-5b47-fde1-a4e1-64b59d06f0c1_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:3),DET @ GSW,DET,GSW,"Monday, November 9",3,https://videos.nba.com/nba/pbp/media/2015/11/09/0021500104/268/8d727b2c-d2d4-ec65-bc65-7c4bf1779d99_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:3),CHI @ GSW,CHI,GSW,"Friday, November 20",4,https://videos.nba.com/nba/pbp/media/2015/11/20/0021500187/477/965a3363-f9a4-fc94-fd15-eaf2426deaf8_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),GSW @ PHX,GSW,PHX,"Friday, November 27",1,https://videos.nba.com/nba/pbp/media/2015/11/27/0021500236/109/307ed1f0-e775-b34f-5272-ae24b11cc034_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),GSW @ UTA,GSW,UTA,"Monday, November 30",3,https://videos.nba.com/nba/pbp/media/2015/11/30/0021500259/274/7bfa9a39-7964-5dc8-f394-84318a78bde1_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:2),GSW @ UTA,GSW,UTA,"Monday, November 30",3,https://videos.nba.com/nba/pbp/media/2015/11/30/0021500259/350/d853d0f4-2ace-e22a-50b0-9acf234d39da_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),GSW @ TOR,GSW,TOR,"Saturday, December 5",3,https://videos.nba.com/nba/pbp/media/2015/12/05/0021500290/386/afed6ac1-206e-2030-2d2a-a7fdfc47f49b_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),GSW @ BOS,GSW,BOS,"Friday, December 11",1,https://videos.nba.com/nba/pbp/media/2015/12/11/0021500336/45/7415c86e-0432-be6a-d5ef-4e131dd9c7ec_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:6),GSW @ BOS,GSW,BOS,"Friday, December 11",4,https://videos.nba.com/nba/pbp/media/2015/12/11/0021500336/465/1db9f7a4-8f65-5588-e06d-a756f1ffab6d_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:3 Def:7),GSW @ BOS,GSW,BOS,"Friday, December 11",4,https://videos.nba.com/nba/pbp/media/2015/12/11/0021500336/531/e2b5ca25-5463-9da0-e5ca-1656aa30c484_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:3),GSW @ MIL,GSW,MIL,"Saturday, December 12",2,https://videos.nba.com/nba/pbp/media/2015/12/12/0021500351/265/06066cac-2d10-fa16-e72d-cdce2afb5071_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:3),GSW @ MIL,GSW,MIL,"Saturday, December 12",3,https://videos.nba.com/nba/pbp/media/2015/12/12/0021500351/356/3aac8bd8-d047-9732-cdf6-3def14883609_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),MIL @ GSW,MIL,GSW,"Friday, December 18",1,https://videos.nba.com/nba/pbp/media/2015/12/18/0021500397/66/6752984d-b638-25e1-b4b9-6193616515d7_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:8),MIL @ GSW,MIL,GSW,"Friday, December 18",4,https://videos.nba.com/nba/pbp/media/2015/12/18/0021500397/560/2e0ffa2e-a4f4-5451-82c1-303d7624a9c6_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:3),UTA @ GSW,UTA,GSW,"Wednesday, December 23",3,https://videos.nba.com/nba/pbp/media/2015/12/23/0021500434/334/4aa39ae3-c339-0cd7-b46b-f04b2495afa2_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:5),CLE @ GSW,CLE,GSW,"Friday, December 25",4,https://videos.nba.com/nba/pbp/media/2015/12/25/0021500438/495/d59c17f0-dac7-d1f1-70aa-dea9a66ee1a1_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),GSW @ LAL,GSW,LAL,"Tuesday, January 5",2,https://videos.nba.com/nba/pbp/media/2016/01/05/0021500524/248/28a66d4f-f8aa-f8c7-ea4a-7c80aaa4cfc9_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),GSW @ SAC,GSW,SAC,"Saturday, January 9",1,https://videos.nba.com/nba/pbp/media/2016/01/09/0021500556/31/83ceb4a5-5e7c-00a8-1ea1-40c559a8acda_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:2),GSW @ DEN,GSW,DEN,"Wednesday, January 13",2,https://videos.nba.com/nba/pbp/media/2016/01/13/0021500583/260/9e98510c-4832-87ea-40c9-20ee8b1ad1b5_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:3),GSW @ DEN,GSW,DEN,"Wednesday, January 13",4,https://videos.nba.com/nba/pbp/media/2016/01/13/0021500583/597/727051e4-0a04-be85-4fdd-19e37b5c361f_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:2),LAL @ GSW,LAL,GSW,"Thursday, January 14",1,https://videos.nba.com/nba/pbp/media/2016/01/14/0021500592/89/acd7dcb0-ca37-1b97-0661-f775cbea846c_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:2),LAL @ GSW,LAL,GSW,"Thursday, January 14",2,https://videos.nba.com/nba/pbp/media/2016/01/14/0021500592/233/9b377176-d835-6f29-1d09-a08eb9c00d37_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:3),GSW @ DET,GSW,DET,"Saturday, January 16",3,https://videos.nba.com/nba/pbp/media/2016/01/16/0021500605/302/c5b4c35e-0aba-4507-ac51-75fa83db0886_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),GSW @ CLE,GSW,CLE,"Monday, January 18",3,https://videos.nba.com/nba/pbp/media/2016/01/18/0021500622/283/15cb8a51-125c-0a2c-5e3a-a99aa14a46a2_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:1),GSW @ CLE,GSW,CLE,"Monday, January 18",3,https://videos.nba.com/nba/pbp/media/2016/01/18/0021500622/320/4431e8fc-1200-dd49-2ef7-3bc2a43143fd_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:4),GSW @ CHI,GSW,CHI,"Wednesday, January 20",3,https://videos.nba.com/nba/pbp/media/2016/01/20/0021500634/315/c412ab4c-bb83-c97c-b34a-e431a8027a11_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:2),IND @ GSW,IND,GSW,"Friday, January 22",1,https://videos.nba.com/nba/pbp/media/2016/01/22/0021500652/24/d876bedc-934c-87f1-39cf-fd146b076457_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:6),IND @ GSW,IND,GSW,"Friday, January 22",3,https://videos.nba.com/nba/pbp/media/2016/01/22/0021500652/318/de1efe68-e6be-145a-30b3-8e5a33d6a6b3_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),SAS @ GSW,SAS,GSW,"Monday, January 25",2,https://videos.nba.com/nba/pbp/media/2016/01/25/0021500675/228/6e64039c-62ac-5b93-3ea9-31fa198ad2fe_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),DAL @ GSW,DAL,GSW,"Wednesday, January 27",2,https://videos.nba.com/nba/pbp/media/2016/01/27/0021500691/231/b69b29f6-4b3d-8bc7-8570-29e3db676f4f_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:1),GSW @ PHI,GSW,PHI,"Saturday, January 30",2,https://videos.nba.com/nba/pbp/media/2016/01/30/0021500707/221/ceecd288-cd40-6aab-d74b-6267977b67ee_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:1),GSW @ PHI,GSW,PHI,"Saturday, January 30",4,https://videos.nba.com/nba/pbp/media/2016/01/30/0021500707/422/485329c5-e8fe-468b-d959-159d9977fe15_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:4),GSW @ WAS,GSW,WAS,"Wednesday, February 3",3,https://videos.nba.com/nba/pbp/media/2016/02/03/0021500739/452/05950732-d4f4-fbdb-5bed-4a420b00b9e2_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),OKC @ GSW,OKC,GSW,"Saturday, February 6",1,https://videos.nba.com/nba/pbp/media/2016/02/06/0021500769/59/e6ec7c37-b51f-fac4-4a01-e34ee5500572_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:3),HOU @ GSW,HOU,GSW,"Tuesday, February 9",4,https://videos.nba.com/nba/pbp/media/2016/02/09/0021500788/522/502cb1f1-7518-4c33-c3f5-ee062c968024_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:1 Def:0),GSW @ PHX,GSW,PHX,"Wednesday, February 10",1,https://videos.nba.com/nba/pbp/media/2016/02/10/0021500799/5/661c33b4-b5d5-a3e3-d39f-d707d99880aa_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:2 Def:3),GSW @ PHX,GSW,PHX,"Wednesday, February 10",1,https://videos.nba.com/nba/pbp/media/2016/02/10/0021500799/99/0a99a944-f01d-92a4-2703-40fbe0a01b6f_1280x720.mp4
2015-16,1,Stephen Curry,OREB,Curry REBOUND (Off:3 Def:4),GSW @ PHX,GSW,PHX,"Wednesday, February 10",3,https://videos.nba.com/nba/pbp/media/2016/02/10/0021500799/310/f0feb6e8-a034-b421-1a07-74f0b424fc81_1280x720.mp4
