SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),NOP @ HOU,NOP,HOU,"Wednesday, October 17",1,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/18/7f9c94fb-8717-6e3a-83a0-6b7c05a562ae_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:2),NOP @ HOU,NOP,HOU,"Wednesday, October 17",2,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/227/57c0b092-4a07-9de8-40e4-fa5bdcc3afd2_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:3),NOP @ HOU,NOP,HOU,"Wednesday, October 17",2,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/243/5e86daa7-068c-a4b6-34a4-6710e4cf14a2_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:4),NOP @ HOU,NOP,HOU,"Wednesday, October 17",2,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/271/c8feab74-e7e8-84b6-88d2-1621e8d67c54_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:5),NOP @ HOU,NOP,HOU,"Wednesday, October 17",3,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/444/48f1fc67-d855-f284-7524-7f239140072d_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:6),NOP @ HOU,NOP,HOU,"Wednesday, October 17",3,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/480/f66014b5-18fe-d536-d384-c706ae93ee45_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:2 Def:7),NOP @ HOU,NOP,HOU,"Wednesday, October 17",4,https://videos.nba.com/nba/pbp/media/2018/10/17/0021800009/601/52d690d5-dbac-e50c-7cd1-0b584c5a526f_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ LAL,HOU,LAL,"Saturday, October 20",1,https://videos.nba.com/nba/pbp/media/2018/10/20/0021800035/29/6ec56e21-ffde-addf-8a7f-9b5829824b7d_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ LAL,HOU,LAL,"Saturday, October 20",2,https://videos.nba.com/nba/pbp/media/2018/10/20/0021800035/249/46c6fe87-fb88-814f-98de-e708c422857b_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:3),HOU @ LAL,HOU,LAL,"Saturday, October 20",3,https://videos.nba.com/nba/pbp/media/2018/10/20/0021800035/490/5fd5b6b8-4b7a-cf4d-3e28-08f872ef58bb_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:4),HOU @ LAL,HOU,LAL,"Saturday, October 20",4,https://videos.nba.com/nba/pbp/media/2018/10/20/0021800035/668/3b7a9218-9c94-14fc-ccad-f22e9ed83152_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:5),HOU @ LAL,HOU,LAL,"Saturday, October 20",4,https://videos.nba.com/nba/pbp/media/2018/10/20/0021800035/713/30d62d86-40ab-ab52-ce20-f8e1a4e78c60_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:6),HOU @ LAL,HOU,LAL,"Saturday, October 20",4,https://videos.nba.com/nba/pbp/media/2018/10/20/0021800035/720/63697028-19f1-99c9-4cd8-5b326821668e_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ LAC,HOU,LAC,"Sunday, October 21",1,https://videos.nba.com/nba/pbp/media/2018/10/21/0021800039/12/686f5d9d-ebbe-c45f-659b-7e29043106f5_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ LAC,HOU,LAC,"Sunday, October 21",1,https://videos.nba.com/nba/pbp/media/2018/10/21/0021800039/48/0f0bfb5d-de86-0706-5bc9-47ecf8c8928b_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),HOU @ LAC,HOU,LAC,"Sunday, October 21",2,https://videos.nba.com/nba/pbp/media/2018/10/21/0021800039/211/542f1202-f100-caa9-57da-9131bbe774a7_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:4),HOU @ LAC,HOU,LAC,"Sunday, October 21",4,https://videos.nba.com/nba/pbp/media/2018/10/21/0021800039/549/9f4355a4-3f0b-c56f-96d6-9de20c16b43c_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),UTA @ HOU,UTA,HOU,"Wednesday, October 24",1,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800057/19/8c6d64c6-55bb-05c3-3a09-b1ca39984b62_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),UTA @ HOU,UTA,HOU,"Wednesday, October 24",2,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800057/325/45734d08-6cb2-157e-3467-c023034a02ee_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:3),UTA @ HOU,UTA,HOU,"Wednesday, October 24",3,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800057/387/9f129f3e-acf5-85e6-53b6-6742d85f1793_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:4),UTA @ HOU,UTA,HOU,"Wednesday, October 24",3,https://videos.nba.com/nba/pbp/media/2018/10/24/0021800057/480/f52edaff-aa40-1bec-6f96-938657452fef_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ CHI,HOU,CHI,"Saturday, November 3",3,https://videos.nba.com/nba/pbp/media/2018/11/03/0021800129/395/e03dbd6d-c6a2-bbda-bf35-0b06c3fae3b6_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ IND,HOU,IND,"Monday, November 5",1,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800141/48/a2505e52-72fc-9b4d-9bf6-03b30bb77435_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ IND,HOU,IND,"Monday, November 5",1,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800141/109/af7d5eee-c8ad-3178-96cd-2bd07c0f8ec6_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),HOU @ IND,HOU,IND,"Monday, November 5",2,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800141/227/78d5fcee-64c4-973c-c555-d6b4293a3d43_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:4),HOU @ IND,HOU,IND,"Monday, November 5",3,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800141/389/2d898c5f-5513-248c-4b8c-8de197526f4e_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ OKC,HOU,OKC,"Thursday, November 8",1,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/46/48ab90e1-3216-bb58-1e72-e7d31b5f25ea_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ OKC,HOU,OKC,"Thursday, November 8",2,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/46/48ab90e1-3216-bb58-1e72-e7d31b5f25ea_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:3),HOU @ OKC,HOU,OKC,"Thursday, November 8",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/46/48ab90e1-3216-bb58-1e72-e7d31b5f25ea_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:4),HOU @ OKC,HOU,OKC,"Thursday, November 8",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/46/48ab90e1-3216-bb58-1e72-e7d31b5f25ea_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:5),HOU @ OKC,HOU,OKC,"Thursday, November 8",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/46/48ab90e1-3216-bb58-1e72-e7d31b5f25ea_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:6),HOU @ OKC,HOU,OKC,"Thursday, November 8",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/46/48ab90e1-3216-bb58-1e72-e7d31b5f25ea_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:7),HOU @ OKC,HOU,OKC,"Thursday, November 8",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ SAS,HOU,SAS,"Saturday, November 10",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ SAS,HOU,SAS,"Saturday, November 10",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),HOU @ SAS,HOU,SAS,"Saturday, November 10",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:4),HOU @ SAS,HOU,SAS,"Saturday, November 10",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:5),HOU @ SAS,HOU,SAS,"Saturday, November 10",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:6),HOU @ SAS,HOU,SAS,"Saturday, November 10",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),IND @ HOU,IND,HOU,"Sunday, November 11",2,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),IND @ HOU,IND,HOU,"Sunday, November 11",2,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),IND @ HOU,IND,HOU,"Sunday, November 11",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:4),IND @ HOU,IND,HOU,"Sunday, November 11",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:5),IND @ HOU,IND,HOU,"Sunday, November 11",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:6),IND @ HOU,IND,HOU,"Sunday, November 11",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:7),IND @ HOU,IND,HOU,"Sunday, November 11",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ DEN,HOU,DEN,"Tuesday, November 13",1,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ DEN,HOU,DEN,"Tuesday, November 13",2,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:3),HOU @ DEN,HOU,DEN,"Tuesday, November 13",3,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:1 Def:4),HOU @ DEN,HOU,DEN,"Tuesday, November 13",4,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/610/860221f3-e2ca-0ca0-d197-0dec7f0aa7c9_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),GSW @ HOU,GSW,HOU,"Thursday, November 15",1,https://videos.nba.com/nba/pbp/media/2018/11/13/0021800200/538/c22e1478-9e68-afa9-420a-8aaf0c3f7914_1280x720.mp4
2018-19,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),GSW @ HOU,GSW,HOU,"Thursday, November 15",1,https://videos.nba.com/nba/pbp/media/2018/11/13/0021800200/538/c22e1478-9e68-afa9-420a-8aaf0c3f7914_1280x720.mp4
