SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),MIL @ HOU,MIL,HOU,"Thursday, October 24",1,https://videos.nba.com/nba/pbp/media/2019/10/24/0021900015/32/514314e7-00bd-7744-28fd-7909317d368c_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),MIL @ HOU,MIL,HOU,"Thursday, October 24",2,https://videos.nba.com/nba/pbp/media/2019/10/24/0021900015/297/2fc7512b-630b-b658-7574-00d520ace1a1_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:1 Def:3),MIL @ HOU,MIL,HOU,"Thursday, October 24",3,https://videos.nba.com/nba/pbp/media/2019/10/24/0021900015/405/859a4a61-5efd-0b3f-ac05-91409b342e35_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:2 Def:4),MIL @ HOU,MIL,HOU,"Thursday, October 24",3,https://videos.nba.com/nba/pbp/media/2019/10/24/0021900015/461/0348caa4-25c9-31a0-20fa-be65a98ae0cb_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:2 Def:5),MIL @ HOU,MIL,HOU,"Thursday, October 24",3,https://videos.nba.com/nba/pbp/media/2019/10/24/0021900015/532/9bef6e10-9519-c6df-3131-173861aee7ce_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),NOP @ HOU,NOP,HOU,"Saturday, October 26",2,https://videos.nba.com/nba/pbp/media/2019/10/26/0021900032/276/f2b26fd0-0180-e593-cc7a-cf22967b54a7_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),NOP @ HOU,NOP,HOU,"Saturday, October 26",3,https://videos.nba.com/nba/pbp/media/2019/10/26/0021900032/391/62521a07-32aa-5716-8dd8-c73fd1da9229_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),NOP @ HOU,NOP,HOU,"Saturday, October 26",3,https://videos.nba.com/nba/pbp/media/2019/10/26/0021900032/438/7ac625bf-a78f-017a-9fca-a0d249b57db1_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:4),NOP @ HOU,NOP,HOU,"Saturday, October 26",4,https://videos.nba.com/nba/pbp/media/2019/10/26/0021900032/647/1a91f059-563a-c52d-0b35-d02a6fb81a3a_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),OKC @ HOU,OKC,HOU,"Monday, October 28",1,https://videos.nba.com/nba/pbp/media/2019/10/28/0021900045/119/d7713c03-e099-98a2-f783-1d1b5c8ee5b2_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),OKC @ HOU,OKC,HOU,"Monday, October 28",3,https://videos.nba.com/nba/pbp/media/2019/10/28/0021900045/427/954e2e8e-7b2e-cd55-09a3-e34a85f8d371_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),OKC @ HOU,OKC,HOU,"Monday, October 28",4,https://videos.nba.com/nba/pbp/media/2019/10/28/0021900045/617/82f75e92-0118-66c8-d306-0c20371c18fe_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ WAS,HOU,WAS,"Wednesday, October 30",1,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900061/37/f3214556-1c0e-c9f4-f305-3de2ce6f3a7a_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:1 Def:2),HOU @ WAS,HOU,WAS,"Wednesday, October 30",3,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900061/432/acea959e-65df-6d5f-e58c-13f25d8662af_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ BKN,HOU,BKN,"Friday, November 1",1,https://videos.nba.com/nba/pbp/media/2019/11/01/0021900069/91/13d59ca2-7749-7af3-9f1f-f7357757bc59_1280x720.mp4
2019-20,1,James Harden,DREB,Harden REBOUND (Off:1 Def:2),HOU @ BKN,HOU,BKN,"Friday, November 1",1,https://videos.nba.com/nba/pbp/media/2019/11/01/0021900069/140/6108655c-3a08-1d18-547d-683e5bc1c97a_1280x720.mp4
