SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2017-18,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),HOU @ GSW,HOU,GSW,"Tuesday, October 17",1,https://videos.nba.com/nba/pbp/media/2017/10/17/0021700002/93/e71b63f7-3395-b358-270e-eee478894df5_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),HOU @ GSW,HOU,GSW,"Tuesday, October 17",2,https://videos.nba.com/nba/pbp/media/2017/10/17/0021700002/250/ed15bfac-79f6-2662-fab7-86ac496f7725_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:1 Def:3),HOU @ GSW,HOU,GSW,"Tuesday, October 17",3,https://videos.nba.com/nba/pbp/media/2017/10/17/0021700002/380/077c5577-ea3a-0c0e-2a58-19c225a37ea3_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:1 Def:4),HOU @ GSW,HOU,GSW,"Tuesday, October 17",3,https://videos.nba.com/nba/pbp/media/2017/10/17/0021700002/393/48c5f902-c009-b03f-4796-f8b3b2593a90_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:1 Def:5),HOU @ GSW,HOU,GSW,"Tuesday, October 17",3,https://videos.nba.com/nba/pbp/media/2017/10/17/0021700002/438/54a3167b-44d9-443a-9708-5b3dd316dbeb_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:1 Def:1),HOU @ SAC,HOU,SAC,"Wednesday, October 18",1,https://videos.nba.com/nba/pbp/media/2017/10/18/0021700013/109/4cf1c514-0c87-9053-cdc4-211cd2affbdd_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:0 Def:1),DAL @ HOU,DAL,HOU,"Saturday, October 21",1,https://videos.nba.com/nba/pbp/media/2017/10/21/0021700032/96/d7e5b3b0-6b59-1103-8963-d37c050c655c_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:0 Def:2),DAL @ HOU,DAL,HOU,"Saturday, October 21",3,https://videos.nba.com/nba/pbp/media/2017/10/21/0021700032/386/5ad22019-b89a-b392-dfc1-33fcb6322a01_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:0 Def:3),DAL @ HOU,DAL,HOU,"Saturday, October 21",3,https://videos.nba.com/nba/pbp/media/2017/10/21/0021700032/400/c1f5e169-4e5c-6760-341c-74c2876f1cdc_1280x720.mp4
2017-18,1,James Harden,DREB,Harden REBOUND (Off:1 Def:1),MEM @ HOU,MEM,HOU,"Monday, October 23",3,https://videos.nba.com/nba/pbp/media/2017/10/23/0021700043/358/14bba4fc-9a11-3d8f-c643-b9c699efc0af_1280x720.mp4
