SEASON,PLAYER ID,PLAYER NAME,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:2),OREB,MIL @ HOU,MIL,HOU,"Thursday, October 24",2,https://videos.nba.com/nba/pbp/media/2019/10/24/0021900015/360/d73b8623-9976-159d-6496-f18311291b7f_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:3),OREB,MIL @ HOU,MIL,HOU,"Thursday, October 24",3,https://videos.nba.com/nba/static/missing.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:1),OREB,HOU @ WAS,HOU,WAS,"Wednesday, October 30",2,https://videos.nba.com/nba/pbp/media/2019/10/30/0021900061/354/f706c5b8-f936-3fd7-a571-156cf1ba25c1_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:1),OREB,HOU @ BKN,HOU,BKN,"Friday, November 1",1,https://videos.nba.com/nba/pbp/media/2019/11/01/0021900069/114/cdb32e52-2e98-b8c9-702b-c16ccfeeac3f_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:2),OREB,HOU @ BKN,HOU,BKN,"Friday, November 1",2,https://videos.nba.com/nba/pbp/media/2019/11/01/0021900069/258/814d5e68-9798-03e6-4b65-c814a607f111_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:2),OREB,HOU @ MIA,HOU,MIA,"Sunday, November 3",2,https://videos.nba.com/nba/pbp/media/2019/11/03/0021900086/321/ab832db3-baca-f4ca-d5c2-a3c1bceba211_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:1),OREB,HOU @ MEM,HOU,MEM,"Monday, November 4",1,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900093/40/0782a8a6-872f-984a-810d-1e009f26dd98_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:1),OREB,HOU @ MEM,HOU,MEM,"Monday, November 4",1,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900093/77/ac60bcbc-73fb-a427-4f7a-260841571d69_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:3 Def:4),OREB,HOU @ MEM,HOU,MEM,"Monday, November 4",2,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900093/265/b8c7cb98-37e1-7d9f-ed31-51b841404e51_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:4 Def:6),OREB,HOU @ MEM,HOU,MEM,"Monday, November 4",4,https://videos.nba.com/nba/pbp/media/2019/11/04/0021900093/638/8ea4f24a-a95d-694e-6e1d-d44d08a8d4a4_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:2),OREB,HOU @ CHI,HOU,CHI,"Saturday, November 9",1,https://videos.nba.com/nba/pbp/media/2019/11/09/0021900129/93/b184c2f5-e18f-94e3-d06f-a6210e1fdcaa_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:1),OREB,HOU @ MIN,HOU,MIN,"Saturday, November 16",1,https://videos.nba.com/nba/pbp/media/2019/11/16/0021900179/132/0b9623cc-ec63-3733-3a6f-ec2b6c02fba0_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:3),OREB,POR @ HOU,POR,HOU,"Monday, November 18",2,https://videos.nba.com/nba/pbp/media/2019/11/18/0021900193/266/ae584443-5067-8096-c06b-2613d2a02c0a_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:5),OREB,HOU @ DEN,HOU,DEN,"Wednesday, November 20",4,https://videos.nba.com/nba/pbp/media/2019/11/20/0021900211/510/d4e8f0d6-4996-8753-d6de-b9655037932d_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:4),OREB,DAL @ HOU,DAL,HOU,"Sunday, November 24",3,https://videos.nba.com/nba/pbp/media/2019/11/24/0021900235/514/bca99b62-eff8-4ec1-4b6b-da7fb0d15b65_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:3),OREB,MIA @ HOU,MIA,HOU,"Wednesday, November 27",2,https://videos.nba.com/nba/pbp/media/2019/11/27/0021900259/273/a0fe9614-d1ac-11bc-214e-775ae39a70bb_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:3),OREB,MIA @ HOU,MIA,HOU,"Wednesday, November 27",2,https://videos.nba.com/nba/pbp/media/2019/11/27/0021900259/275/19da4a1d-a7a8-1174-549d-76b2f874983e_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:1),OREB,HOU @ SAS,HOU,SAS,"Tuesday, December 3",2,https://videos.nba.com/nba/pbp/media/2019/12/03/0021900303/293/b8251a92-c863-74bf-34f7-cd85c5d61abc_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:4),OREB,HOU @ SAS,HOU,SAS,"Tuesday, December 3",5,https://videos.nba.com/nba/pbp/media/2019/12/03/0021900303/732/15bdbdbe-df33-d33a-1f03-145c72b0d2e3_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:3 Def:6),OREB,HOU @ SAS,HOU,SAS,"Tuesday, December 3",6,https://videos.nba.com/nba/pbp/media/2019/12/03/0021900303/835/3ed89c6e-7f94-95dd-eac3-0c7fc0a8b59e_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:1),OREB,PHX @ HOU,PHX,HOU,"Saturday, December 7",1,https://videos.nba.com/nba/pbp/media/2019/12/07/0021900333/148/eb39e5a8-4597-6d81-328c-17c52d10cf1e_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:3),OREB,PHX @ HOU,PHX,HOU,"Saturday, December 7",3,https://videos.nba.com/nba/pbp/media/2019/12/07/0021900333/424/d0ff30eb-c4e9-af17-0e70-5470f513fa6d_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:0),OREB,HOU @ ORL,HOU,ORL,"Friday, December 13",1,https://videos.nba.com/nba/pbp/media/2019/12/13/0021900371/14/40973629-4570-9109-3ebd-3796ddf40408_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:3),OREB,HOU @ ORL,HOU,ORL,"Friday, December 13",4,https://videos.nba.com/nba/pbp/media/2019/12/13/0021900371/549/dbb5f5c5-fc46-99fc-be1b-d5a3083713bc_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:2),OREB,DET @ HOU,DET,HOU,"Saturday, December 14",1,https://videos.nba.com/nba/pbp/media/2019/12/14/0021900386/125/943e8c55-3c69-b6d1-d953-18f828a760bc_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:2),OREB,DET @ HOU,DET,HOU,"Saturday, December 14",1,https://videos.nba.com/nba/pbp/media/2019/12/14/0021900386/127/98588e14-e2b6-42d9-894f-8981c6b2751f_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:1 Def:0),OREB,SAS @ HOU,SAS,HOU,"Monday, December 16",1,https://videos.nba.com/nba/pbp/media/2019/12/16/0021900396/18/4ab097ee-9527-915b-b9c8-dae3081d1123_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:2 Def:1),OREB,SAS @ HOU,SAS,HOU,"Monday, December 16",1,https://videos.nba.com/nba/pbp/media/2019/12/16/0021900396/93/5a116244-009b-91b6-dc4e-f7c65385d982_1280x720.mp4
2019-20,1,James Harden,Harden REBOUND (Off:3 Def:3),OREB,SAS @ HOU,SAS,HOU,"Monday, December 16",3,https://videos.nba.com/nba/pbp/media/2019/12/16/0021900396/363/bf634a78-8ad5-e283-0cea-d715b3f26d9d_1280x720.mp4
